time,temperature_2m,cloudcover,windspeed_10m,precipitation_probability,energy_load_mw,hour,day,weekday,month
1970-01-01 00:28:40.738800,15.3,100.0,14.7,,37637.38,0,1,3,1
1970-01-01 00:28:40.742400,14.4,100.0,16.4,,41116.24,0,1,3,1
1970-01-01 00:28:40.746000,14.0,100.0,17.7,,43798.6,0,1,3,1
1970-01-01 00:28:40.749600,14.0,100.0,16.1,,44750.93,0,1,3,1
1970-01-01 00:28:40.753200,13.9,100.0,16.1,,42913.04,0,1,3,1
1970-01-01 00:28:40.756800,13.7,100.0,17.3,,41838.92,0,1,3,1
1970-01-01 00:28:40.760400,13.4,100.0,13.7,,39082.73,0,1,3,1
1970-01-01 00:28:40.764000,13.3,100.0,14.5,,48067.92,0,1,3,1
1970-01-01 00:28:40.767600,13.5,100.0,17.9,,43403.66,0,1,3,1
1970-01-01 00:28:40.771200,13.6,100.0,18.7,,46745.84,0,1,3,1
1970-01-01 00:28:40.774800,13.8,100.0,18.1,,51799.7,0,1,3,1
1970-01-01 00:28:40.778400,14.6,100.0,19.2,,46444.99,0,1,3,1
1970-01-01 00:28:40.782000,15.2,100.0,17.7,,38606.81,0,1,3,1
1970-01-01 00:28:40.785600,16.1,100.0,16.5,,44711.37,0,1,3,1
1970-01-01 00:28:40.789200,16.8,100.0,17.9,,40644.28,0,1,3,1
1970-01-01 00:28:40.792800,16.9,100.0,16.3,,35861.81,0,1,3,1
1970-01-01 00:28:40.796400,17.1,100.0,15.3,,43953.18,0,1,3,1
1970-01-01 00:28:40.800000,17.7,100.0,14.1,,42532.4,0,1,3,1
1970-01-01 00:28:40.803600,17.5,100.0,13.7,,39564.38,0,1,3,1
1970-01-01 00:28:40.807200,17.4,93.0,13.7,,41962.08,0,1,3,1
1970-01-01 00:28:40.810800,16.6,100.0,14.2,,43476.13,0,1,3,1
1970-01-01 00:28:40.814400,15.4,100.0,11.4,,44180.83,0,1,3,1
1970-01-01 00:28:40.818000,14.1,100.0,4.2,,42547.5,0,1,3,1
1970-01-01 00:28:40.821600,13.8,100.0,4.9,,41281.21,0,1,3,1
1970-01-01 00:28:40.825200,13.2,100.0,4.7,,43327.06,0,1,3,1
1970-01-01 00:28:40.828800,13.0,100.0,5.0,,38437.78,0,1,3,1
1970-01-01 00:28:40.832400,12.3,100.0,5.0,,41998.75,0,1,3,1
1970-01-01 00:28:40.836000,12.5,99.0,5.6,,37076.41,0,1,3,1
1970-01-01 00:28:40.839600,11.7,100.0,6.1,,41066.26,0,1,3,1
1970-01-01 00:28:40.843200,11.5,100.0,5.2,,40952.56,0,1,3,1
1970-01-01 00:28:40.846800,11.0,99.0,4.9,,39658.51,0,1,3,1
1970-01-01 00:28:40.850400,11.9,100.0,7.2,,41840.45,0,1,3,1
1970-01-01 00:28:40.854000,12.9,100.0,7.6,,40163.96,0,1,3,1
1970-01-01 00:28:40.857600,13.7,99.0,10.2,,45326.32,0,1,3,1
1970-01-01 00:28:40.861200,14.8,100.0,14.3,,39886.79,0,1,3,1
1970-01-01 00:28:40.864800,15.5,100.0,14.3,,41879.62,0,1,3,1
1970-01-01 00:28:40.868400,16.3,100.0,13.0,,37860.19,0,1,3,1
1970-01-01 00:28:40.872000,16.9,100.0,13.4,,43808.81,0,1,3,1
1970-01-01 00:28:40.875600,17.7,100.0,12.4,,42460.4,0,1,3,1
1970-01-01 00:28:40.879200,17.6,100.0,12.6,,38323.99,0,1,3,1
1970-01-01 00:28:40.882800,18.0,100.0,13.0,,41787.97,0,1,3,1
1970-01-01 00:28:40.886400,18.4,84.0,12.8,,43558.11,0,1,3,1
1970-01-01 00:28:40.890000,18.1,73.0,12.3,,35313.57,0,1,3,1
1970-01-01 00:28:40.893600,17.1,67.0,12.0,,42080.7,0,1,3,1
1970-01-01 00:28:40.897200,16.9,70.0,8.4,,37410.02,0,1,3,1
1970-01-01 00:28:40.900800,16.0,96.0,9.5,,38452.62,0,1,3,1
1970-01-01 00:28:40.904400,14.7,42.0,8.2,,48044.4,0,1,3,1
1970-01-01 00:28:40.908000,13.2,20.0,5.2,,42294.82,0,1,3,1
1970-01-01 00:28:40.911600,12.4,20.0,5.8,,40401.83,0,1,3,1
1970-01-01 00:28:40.915200,12.0,1.0,5.9,,45682.45,0,1,3,1
1970-01-01 00:28:40.918800,11.6,0.0,6.7,,39685.7,0,1,3,1
1970-01-01 00:28:40.922400,11.8,0.0,6.3,,44455.82,0,1,3,1
1970-01-01 00:28:40.926000,11.5,7.0,7.6,,42882.45,0,1,3,1
1970-01-01 00:28:40.929600,11.0,8.0,6.7,,46703.2,0,1,3,1
1970-01-01 00:28:40.933200,10.1,0.0,6.2,,39242.24,0,1,3,1
1970-01-01 00:28:40.936800,11.1,0.0,5.2,,40957.73,0,1,3,1
1970-01-01 00:28:40.940400,12.6,0.0,8.8,,45784.35,0,1,3,1
1970-01-01 00:28:40.944000,14.2,2.0,7.2,,41959.63,0,1,3,1
1970-01-01 00:28:40.947600,16.1,0.0,6.6,,43075.41,0,1,3,1
1970-01-01 00:28:40.951200,17.7,24.0,12.1,,38132.67,0,1,3,1
1970-01-01 00:28:40.954800,18.8,26.0,12.3,,36928.9,0,1,3,1
1970-01-01 00:28:40.958400,19.5,42.0,14.7,,39947.57,0,1,3,1
1970-01-01 00:28:40.962000,20.7,98.0,16.0,,40817.41,0,1,3,1
1970-01-01 00:28:40.965600,20.9,100.0,15.4,,51715.91,0,1,3,1
1970-01-01 00:28:40.969200,20.6,100.0,15.3,,40849.56,0,1,3,1
1970-01-01 00:28:40.972800,20.3,100.0,15.9,,42131.7,0,1,3,1
1970-01-01 00:28:40.976400,20.1,55.0,16.0,,37834.71,0,1,3,1
1970-01-01 00:28:40.980000,19.9,55.0,14.4,,46942.13,0,1,3,1
1970-01-01 00:28:40.983600,19.6,66.0,13.7,,42440.11,0,1,3,1
1970-01-01 00:28:40.987200,18.9,28.0,8.7,,43591.1,0,1,3,1
1970-01-01 00:28:40.990800,16.8,23.0,6.6,,44341.7,0,1,3,1
1970-01-01 00:28:40.994400,15.3,0.0,9.9,,42800.87,0,1,3,1
1970-01-01 00:28:40.998000,14.4,0.0,10.8,,40741.3,0,1,3,1
1970-01-01 00:28:41.001600,13.4,4.0,8.3,,45934.58,0,1,3,1
1970-01-01 00:28:41.005200,12.6,14.0,6.6,,39786.52,0,1,3,1
1970-01-01 00:28:41.008800,12.0,38.0,6.1,,46982.23,0,1,3,1
1970-01-01 00:28:41.012400,10.9,100.0,7.4,,39676.5,0,1,3,1
1970-01-01 00:28:41.016000,11.0,2.0,6.8,,40718.37,0,1,3,1
1970-01-01 00:28:41.019600,11.4,7.0,4.3,,36650.18,0,1,3,1
1970-01-01 00:28:41.023200,11.2,100.0,3.6,,46462.44,0,1,3,1
1970-01-01 00:28:41.026800,13.2,100.0,7.3,,43007.7,0,1,3,1
1970-01-01 00:28:41.030400,15.2,100.0,6.5,,44022.08,0,1,3,1
1970-01-01 00:28:41.034000,17.3,100.0,6.5,,47494.76,0,1,3,1
1970-01-01 00:28:41.037600,18.5,100.0,9.0,,46967.02,0,1,3,1
1970-01-01 00:28:41.041200,18.1,100.0,10.3,,45110.89,0,1,3,1
1970-01-01 00:28:41.044800,17.8,100.0,10.0,,42711.21,0,1,3,1
1970-01-01 00:28:41.048400,18.5,100.0,10.8,,45643.44,0,1,3,1
1970-01-01 00:28:41.052000,20.2,100.0,10.2,,39800.36,0,1,3,1
1970-01-01 00:28:41.055600,19.8,52.0,9.5,,37360.44,0,1,3,1
1970-01-01 00:28:41.059200,21.6,100.0,18.9,,41201.57,0,1,3,1
1970-01-01 00:28:41.062800,20.7,81.0,16.6,,45750.39,0,1,3,1
1970-01-01 00:28:41.066400,21.0,92.0,15.1,,48468.62,0,1,3,1
1970-01-01 00:28:41.070000,20.1,99.0,12.7,,39305.55,0,1,3,1
1970-01-01 00:28:41.073600,18.8,100.0,7.0,,43352.13,0,1,3,1
1970-01-01 00:28:41.077200,17.6,100.0,5.4,,38713.43,0,1,3,1
1970-01-01 00:28:41.080800,16.8,100.0,11.6,,44029.26,0,1,3,1
1970-01-01 00:28:41.084400,16.2,100.0,12.6,,43790.67,0,1,3,1
1970-01-01 00:28:41.088000,15.9,95.0,17.9,,46759.48,0,1,3,1
1970-01-01 00:28:41.091600,15.4,8.0,16.7,,39259.88,0,1,3,1
1970-01-01 00:28:41.095200,15.1,89.0,16.1,,39398.71,0,1,3,1
1970-01-01 00:28:41.098800,14.4,85.0,17.6,,40544.37,0,1,3,1
1970-01-01 00:28:41.102400,14.4,58.0,17.3,,44298.31,0,1,3,1
1970-01-01 00:28:41.106000,14.1,18.0,14.5,,41145.32,0,1,3,1
1970-01-01 00:28:41.109600,14.0,7.0,15.9,,45185.77,0,1,3,1
1970-01-01 00:28:41.113200,15.1,29.0,16.6,,44203.5,0,1,3,1
1970-01-01 00:28:41.116800,16.2,97.0,19.5,,39847.46,0,1,3,1
1970-01-01 00:28:41.120400,17.1,100.0,17.1,,44538.84,0,1,3,1
1970-01-01 00:28:41.124000,18.1,100.0,18.3,,38990.11,0,1,3,1
1970-01-01 00:28:41.127600,18.3,88.0,19.1,,40380.8,0,1,3,1
1970-01-01 00:28:41.131200,19.0,94.0,16.7,,43415.4,0,1,3,1
1970-01-01 00:28:41.134800,20.7,74.0,16.8,,39774.8,0,1,3,1
1970-01-01 00:28:41.138400,20.4,55.0,18.8,,47893.41,0,1,3,1
1970-01-01 00:28:41.142000,20.8,100.0,18.0,,39258.76,0,1,3,1
1970-01-01 00:28:41.145600,20.8,82.0,17.7,,44070.26,0,1,3,1
1970-01-01 00:28:41.149200,20.8,97.0,15.9,,29417.28,0,1,3,1
1970-01-01 00:28:41.152800,20.6,59.0,14.6,,40887.22,0,1,3,1
1970-01-01 00:28:41.156400,19.8,61.0,13.8,,42278.74,0,1,3,1
1970-01-01 00:28:41.160000,19.4,24.0,8.0,,45004.79,0,1,3,1
1970-01-01 00:28:41.163600,17.4,33.0,6.6,,45773.46,0,1,3,1
1970-01-01 00:28:41.167200,16.7,43.0,8.3,,40092.52,0,1,3,1
1970-01-01 00:28:41.170800,15.8,53.0,8.3,,38184.26,0,1,3,1
1970-01-01 00:28:41.174400,15.2,56.0,6.9,,45586.2,0,1,3,1
1970-01-01 00:28:41.178000,14.0,99.0,5.6,,46265.49,0,1,3,1
1970-01-01 00:28:41.181600,13.9,48.0,5.7,,38580.66,0,1,3,1
1970-01-01 00:28:41.185200,13.0,12.0,6.2,,42979.24,0,1,3,1
1970-01-01 00:28:41.188800,12.2,4.0,7.0,,45510.86,0,1,3,1
1970-01-01 00:28:41.192400,11.7,1.0,6.5,,42718.51,0,1,3,1
1970-01-01 00:28:41.196000,12.7,0.0,5.8,,42396.97,0,1,3,1
1970-01-01 00:28:41.199600,14.2,0.0,6.2,,35257.38,0,1,3,1
1970-01-01 00:28:41.203200,15.9,0.0,6.1,,45797.72,0,1,3,1
1970-01-01 00:28:41.206800,17.4,19.0,6.2,,43537.78,0,1,3,1
1970-01-01 00:28:41.210400,18.8,53.0,7.3,,43538.25,0,1,3,1
1970-01-01 00:28:41.214000,19.5,100.0,8.6,,39044.56,0,1,3,1
1970-01-01 00:28:41.217600,20.0,86.0,10.2,,43507.77,0,1,3,1
1970-01-01 00:28:41.221200,20.8,100.0,10.0,,47159.89,0,1,3,1
1970-01-01 00:28:41.224800,21.6,84.0,9.9,,38116.58,0,1,3,1
1970-01-01 00:28:41.228400,22.0,95.0,8.8,,35725.64,0,1,3,1
1970-01-01 00:28:41.232000,22.2,99.0,6.3,,45846.41,0,1,3,1
1970-01-01 00:28:41.235600,22.5,100.0,4.8,,37807.31,0,1,3,1
1970-01-01 00:28:41.239200,22.4,100.0,6.5,,36329.09,0,1,3,1
1970-01-01 00:28:41.242800,22.0,100.0,6.9,,41203.17,0,1,3,1
1970-01-01 00:28:41.246400,20.5,100.0,14.3,,47843.06,0,1,3,1
1970-01-01 00:28:41.250000,18.4,100.0,9.8,,46455.14,0,1,3,1
1970-01-01 00:28:41.253600,16.8,73.0,7.9,,41445.31,0,1,3,1
1970-01-01 00:28:41.257200,15.3,71.0,6.6,,48454.78,0,1,3,1
1970-01-01 00:28:41.260800,14.0,100.0,6.0,,40312.12,0,1,3,1
1970-01-01 00:28:41.264400,13.2,79.0,6.3,,45170.46,0,1,3,1
1970-01-01 00:28:41.268000,12.4,100.0,7.4,,44689.98,0,1,3,1
1970-01-01 00:28:41.271600,12.1,100.0,7.7,,37362.98,0,1,3,1
1970-01-01 00:28:41.275200,12.6,98.0,5.9,,41283.92,0,1,3,1
1970-01-01 00:28:41.278800,12.5,100.0,5.9,,37649.63,0,1,3,1
1970-01-01 00:28:41.282400,12.8,93.0,4.0,,44477.32,0,1,3,1
1970-01-01 00:28:41.286000,14.6,79.0,0.5,,44639.17,0,1,3,1
1970-01-01 00:28:41.289600,16.5,36.0,0.7,,42909.92,0,1,3,1
1970-01-01 00:28:41.293200,18.5,20.0,1.1,,39765.85,0,1,3,1
1970-01-01 00:28:41.296800,20.6,0.0,2.6,,38757.39,0,1,3,1
1970-01-01 00:28:41.300400,22.4,3.0,4.4,,43692.78,0,1,3,1
1970-01-01 00:28:41.304000,24.3,99.0,9.5,,41041.11,0,1,3,1
1970-01-01 00:28:41.307600,24.7,31.0,13.2,,45350.65,0,1,3,1
1970-01-01 00:28:41.311200,26.2,43.0,15.9,,40324.77,0,1,3,1
1970-01-01 00:28:41.314800,26.3,28.0,17.6,,43157.86,0,1,3,1
1970-01-01 00:28:41.318400,26.0,46.0,16.3,,41406.63,0,1,3,1
1970-01-01 00:28:41.322000,25.8,21.0,14.4,,38329.27,0,1,3,1
1970-01-01 00:28:41.325600,25.5,5.0,14.0,,44491.11,0,1,3,1
1970-01-01 00:28:41.329200,24.8,1.0,11.2,,41670.33,0,1,3,1
1970-01-01 00:28:41.332800,23.1,14.0,7.2,,43856.07,0,1,3,1
1970-01-01 00:28:41.336400,20.4,6.0,7.2,,41741.42,0,1,3,1
1970-01-01 00:28:41.340000,18.6,2.0,7.9,,43534.09,0,1,3,1
1970-01-01 00:28:41.343600,17.4,9.0,8.1,,45847.79,0,1,3,1
1970-01-01 00:28:41.347200,16.5,8.0,9.6,,39829.05,0,1,3,1
1970-01-01 00:28:41.350800,16.5,1.0,7.8,,45440.25,0,1,3,1
1970-01-01 00:28:41.354400,16.4,1.0,8.3,,44966.5,0,1,3,1
1970-01-01 00:28:41.358000,17.6,5.0,4.3,,37840.72,0,1,3,1
1970-01-01 00:28:41.361600,15.5,0.0,2.9,,36276.07,0,1,3,1
1970-01-01 00:28:41.365200,14.6,0.0,5.0,,41228.12,0,1,3,1
1970-01-01 00:28:41.368800,15.6,6.0,4.1,,42334.53,0,1,3,1
1970-01-01 00:28:41.372400,17.5,2.0,5.2,,40870.46,0,1,3,1
1970-01-01 00:28:41.376000,20.0,13.0,4.4,,44392.07,0,1,3,1
1970-01-01 00:28:41.379600,22.5,43.0,4.5,,47113.12,0,1,3,1
1970-01-01 00:28:41.383200,24.7,32.0,5.8,,41880.29,0,1,3,1
1970-01-01 00:28:41.386800,26.5,45.0,7.6,,40451.88,0,1,3,1
1970-01-01 00:28:41.390400,28.0,75.0,10.8,,39054.26,0,1,3,1
1970-01-01 00:28:41.394000,28.3,48.0,14.2,,38026.31,0,1,3,1
1970-01-01 00:28:41.397600,29.5,22.0,14.3,,48701.69,0,1,3,1
1970-01-01 00:28:41.401200,29.4,22.0,14.8,,38344.66,0,1,3,1
1970-01-01 00:28:41.404800,28.9,0.0,14.8,,46198.48,0,1,3,1
1970-01-01 00:28:41.408400,28.4,0.0,13.6,,37750.9,0,1,3,1
1970-01-01 00:28:41.412000,27.6,0.0,13.3,,46999.45,0,1,3,1
1970-01-01 00:28:41.415600,26.5,0.0,12.8,,41621.19,0,1,3,1
1970-01-01 00:28:41.419200,24.7,0.0,10.8,,47839.71,0,1,3,1
1970-01-01 00:28:41.422800,22.2,0.0,11.3,,37354.82,0,1,3,1
1970-01-01 00:28:41.426400,20.4,0.0,11.0,,45391.05,0,1,3,1
1970-01-01 00:28:41.430000,19.0,1.0,9.4,,38594.62,0,1,3,1
1970-01-01 00:28:41.433600,18.0,0.0,9.2,,45545.4,0,1,3,1
1970-01-01 00:28:41.437200,17.3,14.0,11.1,,39157.64,0,1,3,1
1970-01-01 00:28:41.440800,17.3,11.0,8.9,,39744.14,0,1,3,1
1970-01-01 00:28:41.444400,16.7,71.0,9.2,,37707.59,0,1,3,1
1970-01-01 00:28:41.448000,16.1,94.0,10.5,,42115.38,0,1,3,1
1970-01-01 00:28:41.451600,15.7,100.0,11.0,,41695.34,0,1,3,1
1970-01-01 00:28:41.455200,16.3,100.0,12.7,,45631.17,0,1,3,1
1970-01-01 00:28:41.458800,17.7,100.0,16.3,,43874.12,0,1,3,1
1970-01-01 00:28:41.462400,18.9,100.0,16.3,,44903.9,0,1,3,1
1970-01-01 00:28:41.466000,20.1,80.0,14.5,,52418.34,0,1,3,1
1970-01-01 00:28:41.469600,21.2,93.0,15.1,,45258.62,0,1,3,1
1970-01-01 00:28:41.473200,22.6,59.0,17.2,,42459.99,0,1,3,1
1970-01-01 00:28:41.476800,24.0,64.0,17.5,,38929.1,0,1,3,1
1970-01-01 00:28:41.480400,24.0,100.0,19.7,,39074.28,0,1,3,1
1970-01-01 00:28:41.484000,21.9,98.0,18.6,,40506.96,0,1,3,1
1970-01-01 00:28:41.487600,22.9,98.0,19.1,,42202.52,0,1,3,1
1970-01-01 00:28:41.491200,23.0,100.0,19.5,,35942.64,0,1,3,1
1970-01-01 00:28:41.494800,22.8,100.0,19.8,,41343.04,0,1,3,1
1970-01-01 00:28:41.498400,22.5,100.0,17.4,,40120.02,0,1,3,1
1970-01-01 00:28:41.502000,22.0,82.0,15.3,,44859.05,0,1,3,1
1970-01-01 00:28:41.505600,21.3,43.0,14.1,,43898.29,0,1,3,1
1970-01-01 00:28:41.509200,19.8,100.0,10.0,,39667.12,0,1,3,1
1970-01-01 00:28:41.512800,19.2,100.0,10.5,,41918.07,0,1,3,1
1970-01-01 00:28:41.516400,18.5,46.0,11.8,,39256.75,0,1,3,1
1970-01-01 00:28:41.520000,17.7,69.0,11.7,,35286.93,0,1,3,1
1970-01-01 00:28:41.523600,17.8,100.0,11.5,,45108.46,0,1,3,1
1970-01-01 00:28:41.527200,16.9,100.0,7.9,,39937.85,0,1,3,1
1970-01-01 00:28:41.530800,17.8,100.0,9.5,,43662.13,0,1,3,1
1970-01-01 00:28:41.534400,17.8,100.0,10.4,,44301.81,0,1,3,1
1970-01-01 00:28:41.538000,17.7,25.0,10.8,,38734.45,0,1,3,1
1970-01-01 00:28:41.541600,17.7,100.0,11.0,,38326.38,0,1,3,1
1970-01-01 00:28:41.545200,18.3,100.0,10.4,,40436.28,0,1,3,1
1970-01-01 00:28:41.548800,18.3,94.0,12.2,,41363.2,0,1,3,1
1970-01-01 00:28:41.552400,18.7,100.0,14.0,,43504.46,0,1,3,1
1970-01-01 00:28:41.556000,18.6,100.0,13.8,,41284.79,0,1,3,1
1970-01-01 00:28:41.559600,19.5,100.0,11.2,,43177.35,0,1,3,1
1970-01-01 00:28:41.563200,20.8,98.0,10.9,,42073.49,0,1,3,1
1970-01-01 00:28:41.566800,21.6,100.0,13.3,,45773.59,0,1,3,1
1970-01-01 00:28:41.570400,21.1,96.0,12.9,,49118.55,0,1,3,1
1970-01-01 00:28:41.574000,21.2,88.0,13.0,,44365.62,0,1,3,1
1970-01-01 00:28:41.577600,21.8,47.0,14.0,,37431.6,0,1,3,1
1970-01-01 00:28:41.581200,22.0,76.0,12.7,,43875.61,0,1,3,1
1970-01-01 00:28:41.584800,21.7,65.0,11.6,,41064.29,0,1,3,1
1970-01-01 00:28:41.588400,21.1,54.0,13.0,,29938.71,0,1,3,1
1970-01-01 00:28:41.592000,20.0,23.0,12.4,,45050.99,0,1,3,1
1970-01-01 00:28:41.595600,18.5,18.0,8.0,,47353.46,0,1,3,1
1970-01-01 00:28:41.599200,17.6,25.0,15.5,,46548.75,0,1,3,1
1970-01-01 00:28:41.602800,16.5,64.0,14.4,,37752.7,0,1,3,1
1970-01-01 00:28:41.606400,15.4,6.0,12.9,,42400.77,0,1,3,1
1970-01-01 00:28:41.610000,14.3,0.0,11.2,,42158.4,0,1,3,1
1970-01-01 00:28:41.613600,13.6,0.0,9.7,,50693.29,0,1,3,1
1970-01-01 00:28:41.617200,13.0,0.0,7.8,,45428.17,0,1,3,1
1970-01-01 00:28:41.620800,12.8,2.0,8.9,,33833.62,0,1,3,1
1970-01-01 00:28:41.624400,13.0,6.0,9.8,,40542.83,0,1,3,1
1970-01-01 00:28:41.628000,13.9,27.0,12.9,,39291.71,0,1,3,1
1970-01-01 00:28:41.631600,16.4,100.0,19.1,,38798.1,0,1,3,1
1970-01-01 00:28:41.635200,17.4,100.0,15.9,,41094.01,0,1,3,1
1970-01-01 00:28:41.638800,18.8,97.0,25.9,,46417.04,0,1,3,1
1970-01-01 00:28:41.642400,20.2,100.0,23.9,,42557.6,0,1,3,1
1970-01-01 00:28:41.646000,20.9,87.0,27.1,,40553.3,0,1,3,1
1970-01-01 00:28:41.649600,22.3,57.0,28.8,,36385.87,0,1,3,1
1970-01-01 00:28:41.653200,23.0,100.0,30.6,,45032.22,0,1,3,1
1970-01-01 00:28:41.656800,22.8,100.0,29.8,,38869.08,0,1,3,1
1970-01-01 00:28:41.660400,22.8,54.0,28.5,,45814.66,0,1,3,1
1970-01-01 00:28:41.664000,22.8,35.0,26.5,,38672.49,0,1,3,1
1970-01-01 00:28:41.667600,23.4,55.0,26.0,,42251.91,0,1,3,1
1970-01-01 00:28:41.671200,22.0,60.0,25.9,,41268.4,0,1,3,1
1970-01-01 00:28:41.674800,20.8,22.0,25.6,,48144.3,0,1,3,1
1970-01-01 00:28:41.678400,19.8,23.0,21.1,,41791.42,0,1,3,1
1970-01-01 00:28:41.682000,18.4,21.0,17.8,,41160.33,0,1,3,1
1970-01-01 00:28:41.685600,17.6,46.0,16.8,,44691.49,0,1,3,1
1970-01-01 00:28:41.689200,17.3,73.0,15.9,,47013.83,0,1,3,1
1970-01-01 00:28:41.692800,16.9,88.0,14.3,,38100.64,0,1,3,1
1970-01-01 00:28:41.696400,16.8,100.0,11.7,,37187.55,0,1,3,1
1970-01-01 00:28:41.700000,17.5,99.0,11.7,,35933.77,0,1,3,1
1970-01-01 00:28:41.703600,17.7,94.0,11.2,,36992.16,0,1,3,1
1970-01-01 00:28:41.707200,17.6,73.0,10.3,,34477.05,0,1,3,1
1970-01-01 00:28:41.710800,17.5,100.0,8.4,,47350.99,0,1,3,1
1970-01-01 00:28:41.714400,17.2,100.0,15.9,,42377.83,0,1,3,1
1970-01-01 00:28:41.718000,17.3,98.0,18.1,,45679.98,0,1,3,1
1970-01-01 00:28:41.721600,17.2,86.0,18.6,,43050.48,0,1,3,1
1970-01-01 00:28:41.725200,18.2,79.0,20.2,,42290.96,0,1,3,1
1970-01-01 00:28:41.728800,18.8,99.0,18.1,,43712.66,0,1,3,1
1970-01-01 00:28:41.732400,18.1,100.0,13.2,,41345.9,0,1,3,1
1970-01-01 00:28:41.736000,19.8,38.0,10.2,,40784.64,0,1,3,1
1970-01-01 00:28:41.739600,22.0,18.0,9.8,,40153.15,0,1,3,1
1970-01-01 00:28:41.743200,21.3,32.0,11.8,,43908.35,0,1,3,1
1970-01-01 00:28:41.746800,22.6,55.0,12.4,,43717.96,0,1,3,1
1970-01-01 00:28:41.750400,23.1,39.0,13.4,,41564.81,0,1,3,1
1970-01-01 00:28:41.754000,23.0,43.0,13.2,,43354.48,0,1,3,1
