time,temperature_2m,cloudcover,windspeed_10m,precipitation_probability,energy_load_mw,hour,day,weekday,month,load_lag_1h,load_lag_3h,load_roll_mean_3h,load_roll_std_3h,load_roll_mean_6h,load_roll_std_6h
1970-01-01 00:28:40.692000,18.1,29.0,12.9,,42485.79,0,1,3,1,40012.37,39955.01,42311.81333333333,2217.5793193104582,42417.63333333333,2091.288111386541
1970-01-01 00:28:40.695600,19.4,47.0,14.1,,46744.59,0,1,3,1,42485.79,44437.28,43080.916666666664,3405.3382128847875,42737.57833333333,2614.6038287160604
1970-01-01 00:28:40.699200,20.2,42.0,13.1,,46784.3,0,1,3,1,46744.59,40012.37,45338.22666666666,2470.3624074279464,43403.223333333335,3095.0098306252107
1970-01-01 00:28:40.702800,20.8,78.0,13.1,,45382.82,0,1,3,1,46784.3,42485.79,46303.90333333333,797.9286316664741,44307.85833333334,2646.27550075511
1970-01-01 00:28:40.706400,21.3,72.0,11.2,,36738.84,0,1,3,1,45382.82,46744.59,42968.65333333333,5440.49328404451,43024.785,4059.790527102358
1970-01-01 00:28:40.710000,21.4,93.0,10.9,,42250.42,0,1,3,1,36738.84,46784.3,41457.36,4376.220479226358,43397.793333333335,3823.6025248535852
1970-01-01 00:28:40.713600,21.4,100.0,8.5,,43422.07,0,1,3,1,42250.42,45382.82,40803.776666666665,3568.749572137776,43553.840000000004,3797.9577997602933
1970-01-01 00:28:40.717200,21.4,100.0,6.3,,44066.25,0,1,3,1,43422.07,36738.84,43246.246666666666,920.5949329826817,43107.450000000004,3493.0935142592516
1970-01-01 00:28:40.720800,20.9,100.0,6.3,,45357.4,0,1,3,1,44066.25,42250.42,44281.90666666667,985.5234145535654,42869.63333333333,3231.4770608851168
1970-01-01 00:28:40.724400,20.5,99.0,9.2,,37961.18,0,1,3,1,45357.4,43422.07,42461.60999999999,3950.591059487193,41632.69333333333,3487.3744707884043
1970-01-01 00:28:40.728000,17.7,100.0,18.9,,39385.53,0,1,3,1,37961.18,44066.25,40901.369999999995,3924.2000141812705,42073.808333333334,2854.517522688677
1970-01-01 00:28:40.731600,16.8,100.0,11.5,,48433.12,0,1,3,1,39385.53,45357.4,41926.61,5679.630050954042,43104.25833333333,3867.2998697976254
1970-01-01 00:28:40.735200,16.3,100.0,10.3,,46848.62,0,1,3,1,48433.12,37961.18,44889.09,4831.618731615728,43675.35,4165.150832793463
1970-01-01 00:28:40.738800,15.3,100.0,14.7,,37637.38,0,1,3,1,46848.62,39385.53,44306.37333333333,5829.602398323008,42603.871666666666,4819.923055354383
1970-01-01 00:28:40.742400,14.4,100.0,16.4,,41116.24,0,1,3,1,37637.38,48433.12,41867.41333333333,4651.3365409238595,41897.011666666665,4643.09195759213
1970-01-01 00:28:40.746000,14.0,100.0,17.7,,43798.6,0,1,3,1,41116.24,46848.62,40850.74,3089.1788001992145,42869.915,4248.235787673521
1970-01-01 00:28:40.749600,14.0,100.0,16.1,,44750.93,0,1,3,1,43798.6,37637.38,43221.92333333333,1884.717441006313,43764.14833333334,3920.1248861148215
1970-01-01 00:28:40.753200,13.9,100.0,16.1,,42913.04,0,1,3,1,44750.93,41116.24,43820.85666666667,919.1471223005207,42844.135,3183.816495451656
1970-01-01 00:28:40.756800,13.7,100.0,17.3,,41838.92,0,1,3,1,42913.04,43798.6,43167.63,1472.604023863867,42009.185,2508.9896552018836
1970-01-01 00:28:40.760400,13.4,100.0,13.7,,39082.73,0,1,3,1,41838.92,44750.93,41278.23,1975.7526745775117,42250.07666666667,2028.7154846421226
1970-01-01 00:28:40.764000,13.3,100.0,14.5,,48067.92,0,1,3,1,39082.73,42913.04,42996.52333333334,4603.090694526165,43408.689999999995,3002.8599339829398
1970-01-01 00:28:40.767600,13.5,100.0,17.9,,43403.66,0,1,3,1,48067.92,41838.92,43518.10333333333,4493.688105713761,43342.86666666666,2996.9263634975573
1970-01-01 00:28:40.771200,13.6,100.0,18.7,,46745.84,0,1,3,1,43403.66,39082.73,46072.47333333333,2403.9337215766045,43675.35166666666,3281.528474552169
1970-01-01 00:28:40.774800,13.8,100.0,18.1,,51799.7,0,1,3,1,46745.84,48067.92,47316.4,4226.999639886395,45156.46166666667,4606.602683498618
1970-01-01 00:28:40.778400,14.6,100.0,19.2,,46444.99,0,1,3,1,51799.7,43403.66,48330.176666666666,3008.4583761509803,45924.13999999999,4317.920421522378
1970-01-01 00:28:40.782000,15.2,100.0,17.7,,38606.81,0,1,3,1,46444.99,46745.84,45617.166666666664,6635.288632865429,45844.82,4470.4107506894725
1970-01-01 00:28:40.785600,16.1,100.0,16.5,,44711.37,0,1,3,1,38606.81,51799.7,43254.38999999999,4117.2028694734,45285.395,4344.828160195752
1970-01-01 00:28:40.789200,16.8,100.0,17.9,,40644.28,0,1,3,1,44711.37,46444.99,41320.82,3108.0046616921495,44825.49833333333,4714.183935255038
1970-01-01 00:28:40.792800,16.9,100.0,16.3,,35861.81,0,1,3,1,40644.28,38606.81,40405.82,4429.596530960828,43011.49333333333,5797.136576920252
1970-01-01 00:28:40.796400,17.1,100.0,15.3,,43953.18,0,1,3,1,35861.81,44711.37,40153.090000000004,4067.9869507288504,41703.74,4035.5135270346923
1970-01-01 00:28:40.800000,17.7,100.0,14.1,,42532.4,0,1,3,1,43953.18,40644.28,40782.463333333326,4320.217109386231,41051.64166666667,3378.8364727960184
1970-01-01 00:28:40.803600,17.5,100.0,13.7,,39564.38,0,1,3,1,42532.4,35861.81,42016.65333333333,2239.394411025772,41211.236666666664,3260.8158964324616
1970-01-01 00:28:40.807200,17.4,93.0,13.7,,41962.08,0,1,3,1,39564.38,43953.18,41352.95333333333,1574.980048169976,40753.02166666667,2836.1124094394836
1970-01-01 00:28:40.810800,16.6,100.0,14.2,,43476.13,0,1,3,1,41962.08,42532.4,41667.53,1972.4393000800176,41224.996666666666,3042.518688065305
1970-01-01 00:28:40.814400,15.4,100.0,11.4,,44180.83,0,1,3,1,43476.13,39564.38,43206.34666666667,1133.7107990283077,42611.5,1716.00876157435
1970-01-01 00:28:40.818000,14.1,100.0,4.2,,42547.5,0,1,3,1,44180.83,41962.08,43401.486666666664,819.2194105570226,42377.22,1587.3309935989844
1970-01-01 00:28:40.821600,13.8,100.0,4.9,,41281.21,0,1,3,1,42547.5,43476.13,42669.846666666665,1453.6765686470428,42168.68833333333,1644.040313853833
1970-01-01 00:28:40.825200,13.2,100.0,4.7,,43327.06,0,1,3,1,41281.21,44180.83,42385.25666666666,1032.529771984059,42795.801666666666,1069.0293722702827
1970-01-01 00:28:40.828800,13.0,100.0,5.0,,38437.78,0,1,3,1,43327.06,42547.5,41015.35,2455.4583857805824,42208.418333333335,2094.815740912935
1970-01-01 00:28:40.832400,12.3,100.0,5.0,,41998.75,0,1,3,1,38437.78,41281.21,41254.53,2528.1737056421134,41962.18833333333,2000.7177514423709
1970-01-01 00:28:40.836000,12.5,99.0,5.6,,37076.41,0,1,3,1,41998.75,43327.06,39170.98,2541.7601084485264,40778.11833333334,2471.869175044793
1970-01-01 00:28:40.839600,11.7,100.0,6.1,,41066.26,0,1,3,1,37076.41,38437.78,40047.14000000001,2614.634190417507,40531.245,2329.6918926823696
1970-01-01 00:28:40.843200,11.5,100.0,5.2,,40952.56,0,1,3,1,41066.26,41998.75,39698.41,2271.430149157184,40476.47,2312.331230529044
1970-01-01 00:28:40.846800,11.0,99.0,4.9,,39658.51,0,1,3,1,40952.56,37076.41,40559.11,782.0116319468497,39865.045000000006,1845.7806277101204
1970-01-01 00:28:40.850400,11.9,100.0,7.2,,41840.45,0,1,3,1,39658.51,41066.26,40817.17333333333,1097.252342459786,40432.15666666667,1842.279908544473
1970-01-01 00:28:40.854000,12.9,100.0,7.6,,40163.96,0,1,3,1,41840.45,40952.56,40554.306666666664,1142.144225145627,40126.35833333333,1674.9098699979738
1970-01-01 00:28:40.857600,13.7,99.0,10.2,,45326.32,0,1,3,1,40163.96,39658.51,42443.57666666667,2633.497963628107,41501.34333333333,2020.9170868956105
1970-01-01 00:28:40.861200,14.8,100.0,14.3,,39886.79,0,1,3,1,45326.32,41840.45,41792.35666666667,3063.638104155487,41304.765,2126.3187001458577
1970-01-01 00:28:40.864800,15.5,100.0,14.3,,41879.62,0,1,3,1,39886.79,40163.96,42364.24333333334,2751.9568467970903,41459.275,2129.2874837066915
1970-01-01 00:28:40.868400,16.3,100.0,13.0,,37860.19,0,1,3,1,41879.62,45326.32,39875.53333333333,2009.7386436135414,41159.555,2523.528946651884
1970-01-01 00:28:40.872000,16.9,100.0,13.4,,43808.81,0,1,3,1,37860.19,39886.79,41182.87333333333,3034.8989957218487,41487.615,2747.7330873048736
1970-01-01 00:28:40.875600,17.7,100.0,12.4,,42460.4,0,1,3,1,43808.81,41879.62,41376.46666666667,3118.9266710574443,41870.355,2685.721290340824
1970-01-01 00:28:40.879200,17.6,100.0,12.6,,38323.99,0,1,3,1,42460.4,37860.19,41531.066666666666,2858.0689182441834,40703.299999999996,2388.572822452766
1970-01-01 00:28:40.882800,18.0,100.0,13.0,,41787.97,0,1,3,1,38323.99,43808.81,40857.45333333333,2219.6548993556466,41020.16333333334,2384.6931390656205
1970-01-01 00:28:40.886400,18.4,84.0,12.8,,43558.11,0,1,3,1,41787.97,42460.4,41223.35666666667,2662.3474990567047,41299.91166666666,2594.8703080687183
1970-01-01 00:28:40.890000,18.1,73.0,12.3,,35313.57,0,1,3,1,43558.11,38323.99,40219.88333333333,4340.193751266592,40875.475,3364.2378655603384
1970-01-01 00:28:40.893600,17.1,67.0,12.0,,42080.7,0,1,3,1,35313.57,41787.97,40317.46,4396.006304147006,40587.456666666665,3128.6056893361692
1970-01-01 00:28:40.897200,16.9,70.0,8.4,,37410.02,0,1,3,1,42080.7,43558.11,38268.096666666665,3464.2075260633155,39745.72666666666,3202.436524902038
1970-01-01 00:28:40.900800,16.0,96.0,9.5,,38452.62,0,1,3,1,37410.02,35313.57,39314.44666666666,2451.7079389955134,39767.165,3191.4269714141933
1970-01-01 00:28:40.904400,14.7,42.0,8.2,,48044.4,0,1,3,1,38452.62,42080.7,41302.346666666665,5862.014675189192,40809.90333333333,4665.429831767557
1970-01-01 00:28:40.908000,13.2,20.0,5.2,,42294.82,0,1,3,1,48044.4,37410.02,42930.613333333335,4827.394303776445,40599.355,4543.512552991351
1970-01-01 00:28:40.911600,12.4,20.0,5.8,,40401.83,0,1,3,1,42294.82,38452.62,43580.350000000006,3980.1582364147125,41447.39833333334,3768.340740540412
1970-01-01 00:28:40.915200,12.0,1.0,5.9,,45682.45,0,1,3,1,40401.83,48044.4,42793.03333333333,2675.3316224784703,42047.689999999995,4156.307274300108
1970-01-01 00:28:40.918800,11.6,0.0,6.7,,39685.7,0,1,3,1,45682.45,42294.82,41923.32666666666,3275.128504445804,42426.97,3730.4783771736293
1970-01-01 00:28:40.922400,11.8,0.0,6.3,,44455.82,0,1,3,1,39685.7,40401.83,43274.65666666667,3168.061356039877,43427.503333333334,3221.6988470722526
1970-01-01 00:28:40.926000,11.5,7.0,7.6,,42882.45,0,1,3,1,44455.82,45682.45,42341.32333333333,2430.6634393994905,42567.17833333333,2299.439539447964
1970-01-01 00:28:40.929600,11.0,8.0,6.7,,46703.2,0,1,3,1,42882.45,39685.7,44680.48999999999,1920.257820528197,43301.90833333333,2836.5696926352216
1970-01-01 00:28:40.933200,10.1,0.0,6.2,,39242.24,0,1,3,1,46703.2,44455.82,42942.63,3730.844040522188,43108.64333333333,3100.8702837020896
1970-01-01 00:28:40.936800,11.1,0.0,5.2,,40957.73,0,1,3,1,39242.24,42882.45,42301.056666666664,3907.6688614100008,42321.19,2910.6162055070054
1970-01-01 00:28:40.940400,12.6,0.0,8.8,,45784.35,0,1,3,1,40957.73,46703.2,41994.77333333334,3392.1077473207383,43337.63166666666,2870.7901753309443
1970-01-01 00:28:40.944000,14.2,2.0,7.2,,41959.63,0,1,3,1,45784.35,39242.24,42900.57,2547.173181941095,42921.6,2857.174496330247
1970-01-01 00:28:40.947600,16.1,0.0,6.6,,43075.41,0,1,3,1,41959.63,40957.73,43606.46333333333,1966.884338677079,42953.76,2857.7316078456356
1970-01-01 00:28:40.951200,17.7,24.0,12.1,,38132.67,0,1,3,1,43075.41,45784.35,41055.903333333335,2592.336994476894,41525.338333333326,2748.6515763218636
1970-01-01 00:28:40.954800,18.8,26.0,12.3,,36928.9,0,1,3,1,38132.67,41959.63,39378.99333333334,3257.2822541857954,41139.78166666667,3249.560312820283
1970-01-01 00:28:40.958400,19.5,42.0,14.7,,39947.57,0,1,3,1,36928.9,43075.41,38336.38,1519.6103004719596,40971.42166666667,3286.833322347918
1970-01-01 00:28:40.962000,20.7,98.0,16.0,,40817.41,0,1,3,1,39947.57,38132.67,39231.293333333335,2040.8127553584416,40143.598333333335,2313.6144047305393
1970-01-01 00:28:40.965600,20.9,100.0,15.4,,51715.91,0,1,3,1,40817.41,36928.9,44160.29666666667,6557.791170701701,41769.645,5320.156347175336
1970-01-01 00:28:40.969200,20.6,100.0,15.3,,40849.56,0,1,3,1,51715.91,39947.57,44460.96,6282.991567119904,41398.670000000006,5288.404622571916
1970-01-01 00:28:40.972800,20.3,100.0,15.9,,42131.7,0,1,3,1,40849.56,40817.41,44899.056666666664,5938.2731303833725,42065.175,5040.661082654736
1970-01-01 00:28:40.976400,20.1,55.0,16.0,,37834.71,0,1,3,1,42131.7,51715.91,40271.99,2205.951289965477,42216.14333333333,4866.622758454438
1970-01-01 00:28:40.980000,19.9,55.0,14.4,,46942.13,0,1,3,1,37834.71,40849.56,42302.846666666665,4556.121503014754,43381.90333333333,5048.853971045974
1970-01-01 00:28:40.983600,19.6,66.0,13.7,,42440.11,0,1,3,1,46942.13,42131.7,42405.65,4553.807789399996,43652.35333333333,4925.9744521410885
1970-01-01 00:28:40.987200,18.9,28.0,8.7,,43591.1,0,1,3,1,42440.11,37834.71,44324.44666666666,2338.8873466315454,42298.21833333333,3010.210550133775
1970-01-01 00:28:40.990800,16.8,23.0,6.6,,44341.7,0,1,3,1,43591.1,46942.13,43457.636666666665,957.7945907308522,42880.24166666667,3011.6951098238155
1970-01-01 00:28:40.994400,15.3,0.0,9.9,,42800.87,0,1,3,1,44341.7,42440.11,43577.89,770.499935301704,42991.77,2990.748768873778
1970-01-01 00:28:40.998000,14.4,0.0,10.8,,40741.3,0,1,3,1,42800.87,43591.1,42627.95666666667,1806.417533582249,43476.20166666667,2087.304200727983
1970-01-01 00:28:41.001600,13.4,4.0,8.3,,45934.58,0,1,3,1,40741.3,44341.7,43158.91666666667,2615.0884021832458,43308.276666666665,1768.9525780039112
1970-01-01 00:28:41.005200,12.6,14.0,6.6,,39786.52,0,1,3,1,45934.58,42800.87,42154.13333333333,3308.5848880954313,42866.011666666665,2285.6698271134187
1970-01-01 00:28:41.008800,12.0,38.0,6.1,,46982.23,0,1,3,1,39786.52,40741.3,44234.443333333336,3887.4682140222344,43431.200000000004,2850.3440478861544
1970-01-01 00:28:41.012400,10.9,100.0,7.4,,39676.5,0,1,3,1,46982.23,45934.58,42148.416666666664,4186.566565365164,42653.666666666664,3170.6062287812865
1970-01-01 00:28:41.016000,11.0,2.0,6.8,,40718.37,0,1,3,1,39676.5,39786.52,42459.03333333333,3951.6900610034454,42306.583333333336,3263.881818170916
1970-01-01 00:28:41.019600,11.4,7.0,4.3,,36650.18,0,1,3,1,40718.37,46982.23,39015.01666666667,2113.223277184365,41624.73,4000.496608212537
1970-01-01 00:28:41.023200,11.2,100.0,3.6,,46462.44,0,1,3,1,36650.18,39676.5,41276.996666666666,4929.924886997119,41712.706666666665,4118.302009807765
1970-01-01 00:28:41.026800,13.2,100.0,7.3,,43007.7,0,1,3,1,46462.44,40718.37,42040.10666666667,4977.176832395395,42249.57,4025.9045305719824
1970-01-01 00:28:41.030400,15.2,100.0,6.5,,44022.08,0,1,3,1,43007.7,36650.18,44497.40666666667,1775.7417314838162,41756.21166666667,3473.4087810242927
1970-01-01 00:28:41.034000,17.3,100.0,6.5,,47494.76,0,1,3,1,44022.08,46462.44,44841.513333333336,2353.0894801798536,43059.255,3968.4013805750565
1970-01-01 00:28:41.037600,18.5,100.0,9.0,,46967.02,0,1,3,1,47494.76,43007.7,46161.28666666666,1871.3046916343956,44100.69666666666,4050.29203461512
1970-01-01 00:28:41.041200,18.1,100.0,10.3,,45110.89,0,1,3,1,46967.02,44022.08,46524.22333333333,1252.102515863961,45510.815,1766.5796056079766
1970-01-01 00:28:41.044800,17.8,100.0,10.0,,42711.21,0,1,3,1,45110.89,47494.76,44929.706666666665,2133.6823191921217,44885.61000000001,2009.5237136197281
1970-01-01 00:28:41.048400,18.5,100.0,10.8,,45643.44,0,1,3,1,42711.21,46967.02,44488.513333333336,1562.0524093746471,45324.9,1793.3674411118395
1970-01-01 00:28:41.052000,20.2,100.0,10.2,,39800.36,0,1,3,1,45643.44,45110.89,42718.33666666667,2921.546519162983,44621.28,2895.981682504227
1970-01-01 00:28:41.055600,19.8,52.0,9.5,,37360.44,0,1,3,1,39800.36,42711.21,40934.74666666667,4256.42421313167,42932.22666666667,3722.33939197202
1970-01-01 00:28:41.059200,21.6,100.0,18.9,,41201.57,0,1,3,1,37360.44,45643.44,39454.12333333334,1943.8312146978524,41971.318333333336,3176.620816209673
1970-01-01 00:28:41.062800,20.7,81.0,16.6,,45750.39,0,1,3,1,41201.57,39800.36,41437.46666666667,4199.946509020497,42077.901666666665,3310.9186465355215
1970-01-01 00:28:41.066400,21.0,92.0,15.1,,48468.62,0,1,3,1,45750.39,37360.44,45140.19333333333,3671.7514764255184,43037.47,4236.188958788308
1970-01-01 00:28:41.070000,20.1,99.0,12.7,,39305.55,0,1,3,1,48468.62,41201.57,44508.18666666667,4706.141179058809,41981.155000000006,4246.594481297919
1970-01-01 00:28:41.073600,18.8,100.0,7.0,,43352.13,0,1,3,1,39305.55,45750.39,43708.76666666666,4591.933714703768,42573.11666666667,4127.6874245207355
1970-01-01 00:28:41.077200,17.6,100.0,5.4,,38713.43,0,1,3,1,43352.13,48468.62,40457.036666666674,2524.643654089324,42798.615,3810.7506745088904
1970-01-01 00:28:41.080800,16.8,100.0,11.6,,44029.26,0,1,3,1,38713.43,39305.55,42031.60666666667,2893.5010891018046,43269.89666666667,3748.076825368796
1970-01-01 00:28:41.084400,16.2,100.0,12.6,,43790.67,0,1,3,1,44029.26,43352.13,42177.78666666667,3002.5916526283277,42943.276666666665,3569.8367857910025
1970-01-01 00:28:41.088000,15.9,95.0,17.9,,46759.48,0,1,3,1,43790.67,38713.43,44859.80333333334,1649.4877615287185,42658.420000000006,3074.5992386911125
1970-01-01 00:28:41.091600,15.4,8.0,16.7,,39259.88,0,1,3,1,46759.48,44029.26,43270.01,3776.8128318331956,42650.80833333333,3084.6001900629913
1970-01-01 00:28:41.095200,15.1,89.0,16.1,,39398.71,0,1,3,1,39259.88,43790.67,41806.02333333334,4290.380886778398,41991.905,3318.2272838414756
1970-01-01 00:28:41.098800,14.4,85.0,17.6,,40544.37,0,1,3,1,39398.71,46759.48,39734.32,704.9497812612549,42297.06166666667,3027.9166844377746
1970-01-01 00:28:41.102400,14.4,58.0,17.3,,44298.31,0,1,3,1,40544.37,39259.88,41413.79666666667,2562.898181070299,42341.90333333333,3060.5168326520675
1970-01-01 00:28:41.106000,14.1,18.0,14.5,,41145.32,0,1,3,1,44298.31,39398.71,41996.0,2016.3726658780254,41901.011666666665,3000.013015421207
1970-01-01 00:28:41.109600,14.0,7.0,15.9,,45185.77,0,1,3,1,41145.32,40544.37,43543.13333333333,2123.447173591387,41638.72666666666,2520.8154513384416
1970-01-01 00:28:41.113200,15.1,29.0,16.6,,44203.5,0,1,3,1,45185.77,44298.31,43511.53,2107.2318124259423,42462.66333333333,2392.4244482254016
1970-01-01 00:28:41.116800,16.2,97.0,19.5,,39847.46,0,1,3,1,44203.5,41145.32,43078.909999999996,2841.287633292334,42537.454999999994,2281.9460724456108
1970-01-01 00:28:41.120400,17.1,100.0,17.1,,44538.84,0,1,3,1,39847.46,45185.77,42863.26666666666,2617.1416883564607,43203.2,2163.804291455202
1970-01-01 00:28:41.124000,18.1,100.0,18.3,,38990.11,0,1,3,1,44538.84,44203.5,41125.47,2986.9856583686665,42318.5,2655.7462964146157
1970-01-01 00:28:41.127600,18.3,88.0,19.1,,40380.8,0,1,3,1,38990.11,39847.46,41303.25,2887.089651379063,42191.079999999994,2740.286729296762
1970-01-01 00:28:41.131200,19.0,94.0,16.7,,43415.4,0,1,3,1,40380.8,44538.84,40928.770000000004,2262.9629331255355,41896.01833333333,2431.2251947231503
1970-01-01 00:28:41.134800,20.7,74.0,16.8,,39774.8,0,1,3,1,43415.4,38990.11,41190.333333333336,1950.6409852490644,41157.901666666665,2256.5672173140806
1970-01-01 00:28:41.138400,20.4,55.0,18.8,,47893.41,0,1,3,1,39774.8,40380.8,43694.536666666674,4066.496654619718,42498.89333333333,3415.281577777537
1970-01-01 00:28:41.142000,20.8,100.0,18.0,,39258.76,0,1,3,1,47893.41,43415.4,42308.99,4843.1275404123,41618.880000000005,3464.427285754453
1970-01-01 00:28:41.145600,20.8,82.0,17.7,,44070.26,0,1,3,1,39258.76,39774.8,43740.81,4326.742207770186,42465.57166666666,3310.8546815734185
1970-01-01 00:28:41.149200,20.8,97.0,15.9,,29417.28,0,1,3,1,44070.26,47893.41,37582.1,7468.992387651784,40638.318333333336,6335.413288234371
1970-01-01 00:28:41.152800,20.6,59.0,14.6,,40887.22,0,1,3,1,29417.28,39258.76,38124.920000000006,7707.151334157146,40216.954999999994,6196.318177239608
1970-01-01 00:28:41.156400,19.8,61.0,13.8,,42278.74,0,1,3,1,40887.22,44070.26,37527.746666666666,7058.245826048681,40634.278333333335,6244.714541480391
1970-01-01 00:28:41.160000,19.4,24.0,8.0,,45004.79,0,1,3,1,42278.74,29417.28,42723.583333333336,2094.519006749163,40152.84166666667,5656.8187281065175
1970-01-01 00:28:41.163600,17.4,33.0,6.6,,45773.46,0,1,3,1,45004.79,40887.22,44352.329999999994,1836.449021426983,41238.625,6061.623649715475
1970-01-01 00:28:41.167200,16.7,43.0,8.3,,40092.52,0,1,3,1,45773.46,42278.74,43623.590000000004,3082.0536823521034,40575.66833333333,5905.50145204424
1970-01-01 00:28:41.170800,15.8,53.0,8.3,,38184.26,0,1,3,1,40092.52,45004.79,41350.079999999994,3947.7945773811794,42036.831666666665,2924.8572922343724
1970-01-01 00:28:41.174400,15.2,56.0,6.9,,45586.2,0,1,3,1,38184.26,45773.46,41287.66,3842.973933765389,42819.995,3173.9656784895915
1970-01-01 00:28:41.178000,14.0,99.0,5.6,,46265.49,0,1,3,1,45586.2,40092.52,43345.316666666666,4482.492405284526,43484.45333333333,3443.827527642251
